Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
167,35,2,183,6,Some Random Commen with Id 167
168,35,2,122,4,Some Random Commen with Id 168
169,35,2,73,4,Some Random Commen with Id 169
170,36,8,58,4,Some Random Commen with Id 170
171,36,8,186,0,Some Random Commen with Id 171
172,38,8,147,3,Some Random Commen with Id 172
173,38,8,12,0,Some Random Commen with Id 173
174,38,8,105,0,Some Random Commen with Id 174
175,38,8,99,7,Some Random Commen with Id 175
176,38,8,172,7,Some Random Commen with Id 176
177,38,8,160,2,Some Random Commen with Id 177
178,38,8,47,9,Some Random Commen with Id 178
179,38,8,46,8,Some Random Commen with Id 179
180,38,8,96,8,Some Random Commen with Id 180
181,39,2,47,9,Some Random Commen with Id 181
182,39,2,138,8,Some Random Commen with Id 182
183,39,2,164,1,Some Random Commen with Id 183
184,39,2,43,2,Some Random Commen with Id 184
185,39,2,49,7,Some Random Commen with Id 185
186,39,2,114,4,Some Random Commen with Id 186
